time,value
0.0,0.00359375961124897
0.01001001001001,-0.00020371204300317913
0.02002002002002,-0.0021318341605365276
0.03003003003003,0.0036036812234669924
0.04004004004004,0.0014556915266439319
0.05005005005005,0.012083884328603745
0.06006006006006,-0.02025919035077095
0.07007007007007,0.02519141510128975
0.08008008008008,0.018418777734041214
0.09009009009009,0.007299705408513546
0.1001001001001,0.0072827632538974285
0.1101101101101101,0.028596283867955208
0.1201201201201201,0.011948867700994015
0.1301301301301301,0.016729068011045456
0.1401401401401401,0.012673959136009216
0.1501501501501501,0.015604871325194836
0.1601601601601601,-0.010122653096914291
0.1701701701701701,0.012476549483835697
0.1801801801801801,0.013115382753312588
0.1901901901901901,0.01422860100865364
0.2002002002002001,0.011132856830954552
0.2102102102102102,0.03522317111492157
0.2202202202202202,0.018872307613492012
0.2302302302302302,0.01473721582442522
0.2402402402402402,0.023472197353839874
0.2502502502502503,0.02600390650331974
0.2602602602602603,0.006737821735441685
0.2702702702702703,0.01486162282526493
0.2802802802802803,0.006526182871311903
0.2902902902902903,0.023708416149020195
0.3003003003003003,0.009016918018460274
0.3103103103103103,0.02641524374485016
0.3203203203203203,0.0035974762868136168
0.3303303303303303,0.013524908572435379
0.3403403403403403,0.018300972878932953
0.3503503503503503,0.010401634499430656
0.3603603603603603,0.024816954508423805
0.3703703703703703,0.006167345680296421
0.3803803803803803,0.01092598494142294
0.3903903903903903,0.000839807849843055
0.4004004004004003,0.018234040588140488
0.4104104104104104,0.026213165372610092
0.4204204204204204,-0.00527745857834816
0.4304304304304304,0.01546395942568779
0.4404404404404404,0.011533737182617188
0.4504504504504504,-0.010320701636373997
0.4604604604604604,0.009494911879301071
0.4704704704704704,-0.0034618275240063667
0.4804804804804805,-0.0010013350984081626
0.4904904904904905,0.00961854588240385
0.5005005005005005,-0.00907924585044384
0.5105105105105106,-0.0006123795174062252
0.5205205205205206,-0.0011638770811259747
0.5305305305305306,-0.002466823672875762
0.5405405405405406,0.00027290324214845896
0.5505505505505506,0.01488671824336052
0.5605605605605606,-0.01626165583729744
0.5705705705705706,0.010626700706779957
0.5805805805805806,-0.00515143945813179
0.5905905905905906,-0.0063562532886862755
0.6006006006006006,-0.00713252741843462
0.6106106106106106,-0.0241167563945055
0.6206206206206206,0.002294180216267705
0.6306306306306306,0.011689365841448307
0.6406406406406406,-0.02157045528292656
0.6506506506506506,-0.005750680807977915
0.6606606606606606,-0.004138587974011898
0.6706706706706707,-0.00821013655513525
0.6806806806806807,-0.01325451023876667
0.6906906906906907,-0.016616662964224815
0.7007007007007007,-0.01654244028031826
0.7107107107107107,-0.009050168097019196
0.7207207207207207,-0.010951490141451359
0.7307307307307307,-0.009401317685842514
0.7407407407407407,0.0034065560903400183
0.7507507507507507,-0.008751610293984413
0.7607607607607607,-0.01396636851131916
0.7707707707707707,-0.0018566519720479846
0.7807807807807807,-0.006412076763808727
0.7907907907907907,-0.020150383934378624
0.8008008008008007,-0.01287563145160675
0.8108108108108109,0.001674077589996159
0.8208208208208209,-0.012410199269652367
0.8308308308308309,-0.0004944964894093573
0.8408408408408409,-0.006128034088760614
0.8508508508508509,0.006684291176497936
0.8608608608608609,-0.0015402184799313545
0.8708708708708709,-0.0010028075193986297
0.8808808808808809,-0.011216703802347183
0.8908908908908909,0.0020519844256341457
0.9009009009009008,0.003241853090003133
0.9109109109109108,-0.011858103796839714
0.9209209209209208,0.005033792462199926
0.9309309309309308,-0.0009858396369963884
0.9409409409409408,-0.008670227602124214
0.950950950950951,0.006180231459438801
0.960960960960961,0.005815722513943911
0.970970970970971,-0.009056632407009602
0.980980980980981,0.013297395780682564
0.990990990990991,-0.004972292575985193
1.001001001001001,0.01454934012144804
1.011011011011011,0.01011219434440136
1.021021021021021,-0.0040220110677182674
1.031031031031031,0.007319621276110411
1.0410410410410411,0.006607423536479473
1.0510510510510511,-0.010913590900599957
1.0610610610610611,0.0214118380099535
1.0710710710710711,0.013355409726500511
1.0810810810810811,0.003848494729027152
1.0910910910910911,0.014432203955948353
1.1011011011011012,0.01392081193625927
1.1111111111111112,-0.0024286003317683935
1.1211211211211212,0.009087197482585907
1.1311311311311312,0.012810870073735714
1.1411411411411412,0.010683848522603512
1.1511511511511512,0.018330508843064308
1.1611611611611612,0.017281170934438705
1.1711711711711712,0.01173870824277401
1.1811811811811812,0.0005740179331041873
1.1911911911911912,0.012505543418228626
1.2012012012012012,0.0032561924308538437
1.2112112112112112,0.017021063715219498
1.2212212212212212,0.00865410640835762
1.2312312312312312,0.018816152587532997
1.2412412412412412,0.0003620429488364607
1.2512512512512513,0.009856692515313625
1.2612612612612613,0.022319428622722626
1.2712712712712713,0.005588279105722904
1.2812812812812813,0.009614921174943447
1.2912912912912913,0.016295665875077248
1.3013013013013013,0.021625958383083344
1.3113113113113113,0.011153203435242176
1.3213213213213213,0.012964767403900623
1.3313313313313313,0.01922295056283474
1.3413413413413413,0.011651976965367794
1.351351351351351,0.006302793975919485
1.361361361361361,0.016943275928497314
1.371371371371371,0.02682540938258171
1.3813813813813811,0.0035121010150760412
1.3913913913913911,0.01393892616033554
1.4014014014014011,0.01999259926378727
1.4114114114114114,0.00811118632555008
1.4214214214214214,0.01011781394481659
1.4314314314314314,0.01810215599834919
1.4414414414414414,0.012296967208385468
1.4514514514514514,0.019598620012402534
1.4614614614614614,-0.0037851654924452305
1.4714714714714714,0.0030897478573024273
1.4814814814814814,0.01748010702431202
1.4914914914914914,0.004986460320651531
1.5015015015015014,0.010954451747238636
1.5115115115115114,-0.0010420188773423433
1.5215215215215214,0.0018449327908456326
1.5315315315315314,0.008143555372953415
1.5415415415415414,0.0036610972601920366
1.5515515515515514,0.006214189808815718
1.5615615615615617,0.0046982835046947
1.5715715715715717,-0.009258638136088848
1.5815815815815817,0.008820952847599983
1.5915915915915917,-0.0040590218268334866
1.6016016016016017,-0.002389989560469985
1.6116116116116117,0.01825185865163803
